Province_Name,District_Name,Crop_Year,Season,Crop,Area,Yield
Southern,Galle,2002,Maha,Maize,5815,15276
North Central,Anuradhapura,2002,Maha,Rice,427,724
Sabaragamuwa,Ratnapura,2002,Maha,Banana,88,1730
North Central,Polonnaruwa,2002,Yala,Rice,69929,81950
Southern,Galle,2003,Maha,Rice,8705,7434
Central,Nuwara Eliya,2003,Yala,Maize,17975,22654
Northern,Mullaitivu,2003,Maha,Maize,4463,9917
Northern,Mullaitivu,2003,Maha,Maize,7183,29034
Central,Nuwara Eliya,2003,Yala,Rice,360,539
Sabaragamuwa,Kegalle,2003,Maha,Banana,26,430
Western,Gampaha,2003,Yala,Rice,69859,133513
Uva,Monaragala,2004,Maha,Rice,8505,5324
Southern,Matara,2004,Yala,Maize,16583,31709
Uva,Monaragala,2004,Yala,Maize,5210,13067
Sabaragamuwa,Kegalle,2004,Maha,Maize,6806,22808
Western,Gampaha,2004,Yala,Rice,351,483
Northern,Mannar,2004,Maha,Banana,57,731
Western,Colombo,2004,Yala,Rice,72581,53015
North Central,Anuradhapura,2005,Yala,Rice,9609,14702
Southern,Matara,2005,Maha,Maize,18368,35224
Western,Colombo,2005,Maha,Maize,4967,9149
Eastern,Trincomalee,2005,Maha,Maize,4931,7429
Eastern,Batticaloa,2005,Maha,Rice,340,561
Western,Colombo,2005,Yala,Banana,45,690
Northern,Jaffna,2005,Yala,Rice,77499,102693
Western,Colombo,2006,Maha,Rice,10028,13946
North Western,Kurunegala,2006,Yala,Maize,17974,26446
Sabaragamuwa,Kegalle,2006,Maha,Maize,4850,10942
Eastern,Ampara,2006,Yala,Maize,4953,16447
Uva,Monaragala,2006,Maha,Rice,332,508
Western,Kalutara,2006,Yala,Rice,76392,83215
Eastern,Trincomalee,2007,Yala,Maize,13197,13502
Sabaragamuwa,Kegalle,2007,Yala,Rice,9320,12405
Sabaragamuwa,Ratnapura,2007,Maha,Maize,5416,8877
Uva,Badulla,2007,Yala,Maize,6733,12187
North Western,Puttalam,2007,Maha,Rice,313,362
Western,Kalutara,2007,Yala,Banana,91,1189
Central,Matale,2007,Yala,Rice,72478,109428
Western,Gampaha,2008,Yala,Maize,16821,7951
Southern,Matara,2008,Yala,Rice,8752,11920
North Central,Anuradhapura,2008,Maha,Maize,5503,12563
Northern,Vavuniya,2008,Maha,Maize,6890,22509
Sabaragamuwa,Ratnapura,2008,Yala,Rice,333,536
Central,Matale,2008,Maha,Rice,72442,105005
Northern,Kilinochchi,2009,Maha,Maize,13282,19565
Eastern,Batticaloa,2009,Yala,Rice,11259,13364
Western,Colombo,2009,Yala,Maize,6099,10454
Northern,Kilinochchi,2009,Yala,Maize,5842,9563
Eastern,Batticaloa,2009,Yala,Rice,88,172
North Central,Anuradhapura,2009,Maha,Rice,65010,69763
Eastern,Trincomalee,2010,Yala,Maize,17483,25111
Central,Matale,2010,Yala,Rice,5872,6406
Sabaragamuwa,Ratnapura,2010,Maha,Maize,5388,13917
Uva,Badulla,2010,Yala,Maize,5563,15473
Eastern,Ampara,2010,Yala,Rice,286,556
Western,Kalutara,2010,Maha,Rice,65124,82372
Northern,Mannar,2011,Maha,Maize,17843,29572
Uva,Badulla,2011,Yala,Rice,2913,4948
Uva,Badulla,2011,Maha,Maize,6727,28200
Northern,Vavuniya,2011,Yala,Maize,4615,17303
Northern,Mullaitivu,2011,Maha,Rice,273,547
Sabaragamuwa,Kegalle,2011,Maha,Rice,74486,130617
Central,Nuwara Eliya,2012,Yala,Maize,16787,34940
North Central,Anuradhapura,2012,Yala,Rice,479,1008
Central,Matale,2012,Yala,Maize,6054,16679
Northern,Jaffna,2012,Yala,Maize,4615,13529
Western,Kalutara,2012,Maha,Rice,273,772
North Western,Puttalam,2012,Yala,Rice,70129,164814
North Western,Kurunegala,2013,Yala,Maize,15762,43669
North Central,Polonnaruwa,2013,Yala,Rice,1261,2075
Northern,Jaffna,2013,Maha,Maize,7754,22378
North Western,Kurunegala,2013,Yala,Maize,4846,23354
North Central,Polonnaruwa,2013,Maha,Rice,2855,6653
Uva,Monaragala,2013,Yala,Rice,70608,121823
North Central,Polonnaruwa,2014,Maha,Maize,15387,40056
Uva,Monaragala,2014,Maha,Rice,910,1831
Sabaragamuwa,Ratnapura,2014,Maha,Maize,6309,19394
North Western,Puttalam,2014,Maha,Maize,6120,21308
North Central,Polonnaruwa,2014,Maha,Rice,71635,162891
North Central,Polonnaruwa,1997,Yala,Maize,887,450
North Central,Polonnaruwa,1997,Maha,Maize,65,246
Western,Kalutara,1997,Maha,Maize,121,272
North Central,Anuradhapura,1997,Maha,Rice,12,24
Western,Kalutara,1997,Yala,Rice,30284,44202
Sabaragamuwa,Kegalle,1998,Yala,Maize,507,242
Southern,Matara,1998,Maha,Maize,71,254
Northern,Mullaitivu,1998,Yala,Maize,74,128
Uva,Badulla,1998,Yala,Rice,22716,31641
Northern,Vavuniya,1999,Yala,Maize,4097,5350
Central,Nuwara Eliya,1999,Yala,Maize,18,66
North Western,Puttalam,1999,Yala,Maize,46,174
Eastern,Batticaloa,2000,Yala,Rice,23987,31950
Sabaragamuwa,Ratnapura,2000,Yala,Maize,907,1174
Western,Kalutara,2000,Maha,Maize,53,194
Central,Nuwara Eliya,2000,Yala,Maize,145,369
North Central,Anuradhapura,2001,Maha,Maize,832,1375
Central,Kandy,2001,Maha,Rice,13046,20193
Central,Nuwara Eliya,2001,Yala,Maize,146,413
Uva,Badulla,2002,Yala,Maize,865,1049
Eastern,Batticaloa,2002,Yala,Maize,2,5
Central,Matale,2002,Yala,Maize,82,162
Uva,Monaragala,2002,Maha,Rice,33,47
North Central,Polonnaruwa,2002,Yala,Rice,30340,57000
Northern,Vavuniya,2003,Maha,Maize,845,1369
North Central,Anuradhapura,2003,Yala,Maize,15,49
North Western,Kurunegala,2003,Yala,Maize,194,712
Central,Kandy,2003,Maha,Rice,29386,38431
Central,Nuwara Eliya,2004,Maha,Maize,580,830
Northern,Mannar,2004,Maha,Maize,182,408
Sabaragamuwa,Kegalle,2004,Yala,Rice,8511,2844
Central,Matale,2005,Maha,Maize,2131,3010
Eastern,Ampara,2005,Maha,Maize,16,63
Southern,Hambantota,2005,Maha,Maize,53,120
Central,Kandy,2005,Yala,Rice,22472,21219
Southern,Matara,2006,Maha,Maize,1361,1632
North Central,Polonnaruwa,2006,Maha,Maize,13,64
Sabaragamuwa,Kegalle,2006,Yala,Maize,57,210
Uva,Badulla,2006,Maha,Rice,39302,94300
Western,Colombo,2007,Maha,Maize,564,860
Sabaragamuwa,Ratnapura,2007,Maha,Maize,50,252
Western,Colombo,2007,Maha,Maize,53,195
North Central,Anuradhapura,2007,Yala,Rice,32229,57099
Sabaragamuwa,Ratnapura,2008,Maha,Maize,198,247
Uva,Badulla,2008,Yala,Maize,29,109
Western,Kalutara,2008,Maha,Maize,41,134
Northern,Jaffna,2008,Yala,Rice,30563,69650
Eastern,Ampara,2009,Yala,Maize,125,165
Sabaragamuwa,Ratnapura,2009,Yala,Rice,1,1
North Central,Anuradhapura,2009,Yala,Maize,128,334
Central,Matale,2009,Maha,Maize,53,165
Uva,Monaragala,2009,Yala,Rice,13953,12578
Western,Gampaha,2010,Yala,Maize,257,290
Western,Gampaha,2010,Maha,Maize,135,567
Eastern,Trincomalee,2010,Yala,Maize,50,193
Western,Gampaha,2010,Maha,Rice,8856,4205
Southern,Galle,2011,Yala,Maize,401,541
North Western,Kurunegala,2011,Maha,Rice,63,95
Southern,Galle,2011,Maha,Maize,70,440
Western,Gampaha,2011,Yala,Maize,41,133
Uva,Badulla,2011,Maha,Rice,30870,69605
Sabaragamuwa,Kegalle,2012,Yala,Maize,251,569
North Central,Anuradhapura,2012,Yala,Maize,68,233
Central,Kandy,2012,Yala,Rice,22773,70540
Sabaragamuwa,Ratnapura,2013,Maha,Maize,601,629
Northern,Jaffna,2013,Maha,Maize,78,346
Sabaragamuwa,Kegalle,2013,Yala,Maize,37,73
Sabaragamuwa,Kegalle,2013,Maha,Rice,14782,36825
North Central,Anuradhapura,2014,Maha,Maize,561,683
Eastern,Batticaloa,2014,Yala,Maize,77,266
Western,Colombo,2014,Maha,Maize,25,106
Eastern,Trincomalee,2014,Maha,Rice,26738,101864
Northern,Jaffna,1997,Yala,Rice,5376,8612
Central,Kandy,1997,Yala,Maize,23,44
Southern,Hambantota,1997,Maha,Maize,1197,3147
Central,Nuwara Eliya,1997,Maha,Maize,799,1521
Western,Gampaha,1997,Maha,Rice,56,91
Central,Kandy,1997,Yala,Banana,100,2539
North Western,Kurunegala,1997,Maha,Rice,19439,28654
Southern,Matara,1998,Maha,Maize,318,545
Northern,Mullaitivu,1998,Maha,Maize,830,1529
Western,Gampaha,1998,Yala,Maize,807,1721
Uva,Badulla,1998,Maha,Rice,62,115
Northern,Mannar,1998,Maha,Banana,170,4029
North Western,Puttalam,1998,Yala,Rice,18449,15898
Southern,Matara,1999,Maha,Maize,498,1029
North Central,Polonnaruwa,1999,Maha,Rice,5171,6655
North Western,Puttalam,1999,Yala,Maize,837,2370
Northern,Vavuniya,1999,Maha,Maize,750,1648
Western,Colombo,1999,Maha,Rice,62,123
Western,Colombo,1999,Yala,Banana,156,2510
Southern,Hambantota,2000,Maha,Rice,11339,15937
Eastern,Ampara,2000,Maha,Maize,142,227
Southern,Hambantota,2000,Maha,Rice,4746,5577
Southern,Matara,2000,Maha,Maize,748,2509
North Western,Puttalam,2000,Maha,Maize,577,1486
Western,Colombo,2000,Maha,Rice,56,130
Northern,Kilinochchi,2000,Yala,Banana,148,623
North Central,Polonnaruwa,2001,Yala,Maize,130,210
Central,Kandy,2001,Yala,Rice,18507,21857
Sabaragamuwa,Ratnapura,2001,Yala,Rice,53,108
North Central,Polonnaruwa,2001,Maha,Maize,830,3294
Central,Matale,2001,Yala,Maize,493,1309
Eastern,Ampara,2001,Yala,Rice,8400,10920
Northern,Vavuniya,2001,Yala,Banana,138,1943
Western,Kalutara,2002,Yala,Maize,126,336
Uva,Badulla,2002,Maha,Rice,5671,7764
Southern,Galle,2002,Maha,Maize,826,2205
North Central,Anuradhapura,2002,Maha,Maize,480,1502
Central,Matale,2002,Yala,Rice,52,109
Uva,Badulla,2002,Yala,Banana,134,1944
North Central,Anuradhapura,2002,Yala,Rice,17801,21667
Northern,Mullaitivu,2003,Yala,Rice,5670,4218
Western,Colombo,2003,Maha,Maize,124,153
North Central,Polonnaruwa,2003,Maha,Maize,593,2461
North Central,Polonnaruwa,2003,Yala,Maize,494,1115
Western,Colombo,2003,Maha,Rice,53,58
Eastern,Trincomalee,2003,Yala,Banana,139,1710
North Western,Puttalam,2003,Yala,Rice,19587,7795
North Central,Polonnaruwa,2004,Maha,Rice,5599,6019
Western,Kalutara,2004,Maha,Maize,748,2152
North Western,Puttalam,2004,Yala,Maize,468,1749
Western,Gampaha,2004,Yala,Rice,52,71
Western,Gampaha,2004,Maha,Banana,147,1330
Eastern,Batticaloa,2004,Maha,Rice,18513,4776
Western,Kalutara,2005,Yala,Rice,3880,3530
Northern,Mullaitivu,2005,Yala,Maize,23,44
North Central,Polonnaruwa,2005,Maha,Maize,768,1484
Central,Nuwara Eliya,2005,Maha,Maize,279,693
Central,Matale,2005,Yala,Banana,95,771
Central,Kandy,2005,Maha,Rice,17951,11660
Western,Colombo,2006,Yala,Rice,3770,2042
Uva,Monaragala,2006,Maha,Maize,29,31
North Western,Kurunegala,2006,Yala,Maize,668,2940
North Western,Puttalam,2006,Maha,Maize,275,626
Western,Gampaha,2006,Yala,Rice,19901,10309
Northern,Vavuniya,2007,Maha,Maize,7,2
Northern,Kilinochchi,2007,Yala,Rice,2949,1269
Southern,Hambantota,2007,Maha,Maize,1445,2052
Western,Kalutara,2007,Maha,Banana,60,506
Sabaragamuwa,Kegalle,2007,Maha,Rice,20563,7433
Eastern,Batticaloa,2008,Maha,Maize,5,7
Central,Matale,2008,Maha,Rice,2501,2653
Eastern,Batticaloa,2008,Maha,Maize,703,1171
Central,Matale,2008,Yala,Rice,19736,17455
Western,Gampaha,2009,Yala,Maize,23,41
Uva,Monaragala,2009,Yala,Rice,2779,3179
Southern,Hambantota,2009,Maha,Maize,1035,3419
Northern,Mullaitivu,2009,Yala,Rice,19316,6040
Uva,Badulla,2010,Maha,Maize,222,475
Eastern,Ampara,2010,Yala,Rice,7514,3796
Eastern,Batticaloa,2010,Yala,Maize,681,2448
Northern,Kilinochchi,2010,Maha,Maize,195,822
Southern,Matara,2010,Maha,Rice,20213,3845
Central,Kandy,2011,Maha,Maize,235,627
Uva,Badulla,2011,Maha,Rice,8075,24198
Southern,Matara,2011,Maha,Maize,1328,3328
North Central,Polonnaruwa,2011,Maha,Maize,196,837
North Western,Puttalam,2011,Yala,Rice,21727,51917
Central,Nuwara Eliya,2012,Maha,Maize,208,774
North Central,Polonnaruwa,2012,Maha,Rice,5288,12878
Central,Matale,2012,Yala,Maize,1536,3003
Central,Matale,2012,Yala,Maize,181,699
Central,Kandy,2012,Yala,Rice,19442,40001
Southern,Galle,2013,Yala,Maize,202,1162
Southern,Hambantota,2013,Yala,Rice,5220,7208
North Central,Anuradhapura,2013,Yala,Maize,1431,4689
Eastern,Ampara,2013,Yala,Maize,210,1014
Northern,Mullaitivu,2013,Yala,Rice,18443,15867
Uva,Monaragala,2014,Yala,Maize,193,836
Uva,Monaragala,2014,Maha,Rice,4813,11420
Sabaragamuwa,Kegalle,2014,Maha,Maize,1436,4851
Western,Kalutara,2014,Maha,Maize,195,758
Western,Colombo,2014,Maha,Rice,18076,30595
North Central,Anuradhapura,1997,Yala,Rice,22925,28028
Central,Nuwara Eliya,1997,Yala,Maize,514,910
Central,Kandy,1997,Yala,Maize,1473,3308
North Western,Puttalam,1997,Yala,Maize,2796,5307
Eastern,Trincomalee,1997,Maha,Rice,1867,2723
Sabaragamuwa,Ratnapura,1997,Yala,Banana,389,8671
Southern,Hambantota,1997,Maha,Rice,87408,103968
Central,Matale,1998,Maha,Maize,1073,1509
Sabaragamuwa,Kegalle,1998,Maha,Maize,1712,6204
Uva,Monaragala,1998,Maha,Maize,1861,3851
North Western,Kurunegala,1998,Maha,Rice,1869,2116
Southern,Hambantota,1998,Maha,Banana,326,7726
Sabaragamuwa,Ratnapura,1998,Maha,Rice,75361,46312
North Central,Polonnaruwa,1999,Yala,Maize,1394,2768
Southern,Matara,1999,Yala,Rice,19103,28272
Western,Gampaha,1999,Maha,Maize,1715,4747
Southern,Hambantota,1999,Yala,Maize,2072,4673
North Western,Puttalam,1999,Yala,Rice,1620,1372
Southern,Galle,1999,Maha,Banana,348,1660
Northern,Mannar,2000,Maha,Rice,68939,72390
Eastern,Ampara,2000,Maha,Maize,1307,2583
North Western,Kurunegala,2000,Maha,Rice,21010,26911
North Central,Polonnaruwa,2000,Maha,Maize,1487,4736
North Western,Kurunegala,2000,Yala,Maize,2105,5226
Uva,Badulla,2000,Maha,Rice,1608,3016
North Central,Polonnaruwa,2000,Yala,Banana,194,817
Western,Kalutara,2001,Yala,Maize,836,892
Southern,Matara,2001,Maha,Rice,93883,109753
Southern,Galle,2001,Maha,Rice,1260,2419
Uva,Badulla,2001,Yala,Maize,1753,6958
Sabaragamuwa,Kegalle,2001,Yala,Maize,1665,4372
Uva,Badulla,2001,Yala,Rice,28217,34215
Northern,Kilinochchi,2001,Maha,Banana,172,2422
Central,Nuwara Eliya,2002,Maha,Maize,483,1044
Sabaragamuwa,Ratnapura,2002,Yala,Rice,23017,28456
Central,Matale,2002,Maha,Maize,1714,4775
Western,Kalutara,2002,Maha,Maize,1657,5142
Eastern,Ampara,2002,Yala,Rice,1251,2536
Eastern,Ampara,2002,Yala,Banana,171,2481
Southern,Galle,2002,Maha,Rice,82576,80249
Eastern,Trincomalee,2003,Maha,Rice,22085,30780
Uva,Badulla,2003,Maha,Maize,484,813
Sabaragamuwa,Kegalle,2003,Maha,Maize,672,2720
Southern,Matara,2003,Yala,Maize,1085,2432
Southern,Matara,2003,Yala,Rice,903,914
Sabaragamuwa,Ratnapura,2003,Maha,Banana,204,2509
Western,Kalutara,2003,Yala,Rice,80400,99185
Western,Gampaha,2004,Maha,Rice,22121,19525
Southern,Matara,2004,Yala,Maize,210,374
Western,Kalutara,2004,Maha,Maize,1057,2029
Northern,Mannar,2004,Yala,Maize,1384,4315
Northern,Mannar,2004,Yala,Rice,1291,1860
Central,Kandy,2004,Yala,Banana,345,3122
North Western,Puttalam,2004,Yala,Rice,48561,11886
North Central,Anuradhapura,2005,Yala,Rice,22062,12335
Eastern,Batticaloa,2005,Yala,Maize,212,372
Western,Gampaha,2005,Maha,Maize,1611,1260
Northern,Mannar,2005,Maha,Maize,4202,10418
Uva,Monaragala,2005,Yala,Rice,1435,1181
Sabaragamuwa,Kegalle,2005,Yala,Banana,201,1632
North Western,Kurunegala,2005,Maha,Rice,48561,15978
Central,Matale,2006,Yala,Rice,21114,15924
North Central,Polonnaruwa,2006,Yala,Maize,210,288
Northern,Kilinochchi,2006,Maha,Maize,1737,3333
Central,Kandy,2006,Yala,Maize,4202,8939
North Western,Kurunegala,2006,Yala,Rice,1435,2068
Sabaragamuwa,Kegalle,2006,Yala,Rice,69963,46423
Eastern,Ampara,2007,Maha,Maize,675,343
Northern,Kilinochchi,2007,Yala,Rice,23650,10184
Sabaragamuwa,Kegalle,2007,Maha,Maize,913,1096
North Central,Polonnaruwa,2007,Yala,Maize,4058,8966
Western,Colombo,2007,Maha,Rice,1479,2145
North Western,Puttalam,2007,Yala,Banana,249,2102
North Central,Polonnaruwa,2007,Maha,Rice,28548,15803
Eastern,Trincomalee,2008,Maha,Maize,765,1376
Sabaragamuwa,Ratnapura,2008,Maha,Rice,25037,41815
Eastern,Ampara,2008,Maha,Maize,1674,2789
Southern,Hambantota,2008,Yala,Maize,3354,11005
Northern,Vavuniya,2008,Maha,Rice,22,37
Western,Gampaha,2008,Maha,Rice,57047,79171
North Western,Puttalam,2009,Maha,Maize,614,610
Uva,Badulla,2009,Yala,Rice,25377,23570
Sabaragamuwa,Kegalle,2009,Yala,Maize,986,3189
Uva,Badulla,2009,Yala,Maize,3275,8063
Northern,Mullaitivu,2009,Maha,Rice,26,38
Northern,Vavuniya,2009,Maha,Rice,77847,79622
North Western,Kurunegala,2010,Maha,Maize,715,811
Northern,Jaffna,2010,Maha,Rice,27152,13523
Uva,Badulla,2010,Yala,Maize,976,6169
Uva,Monaragala,2010,Yala,Maize,3112,8888
Eastern,Trincomalee,2010,Yala,Rice,9,20
North Central,Anuradhapura,2010,Yala,Rice,80271,24195
Central,Matale,2011,Maha,Maize,969,2778
North Central,Polonnaruwa,2011,Yala,Rice,20355,27816
North Central,Polonnaruwa,2011,Maha,Maize,1950,10897
Western,Gampaha,2011,Maha,Maize,3097,12097
Northern,Mannar,2011,Yala,Rice,10,18
Eastern,Trincomalee,2011,Yala,Rice,84551,141168
Western,Gampaha,2012,Yala,Maize,149,751
Western,Colombo,2012,Maha,Rice,16077,29416
Central,Nuwara Eliya,2012,Yala,Maize,3934,7691
Sabaragamuwa,Ratnapura,2012,Yala,Maize,3097,17365
Uva,Monaragala,2012,Maha,Rice,10,28
Northern,Vavuniya,2012,Maha,Rice,90250,199899
Western,Gampaha,2013,Yala,Maize,684,1672
Eastern,Ampara,2013,Yala,Rice,16932,8056
Sabaragamuwa,Kegalle,2013,Maha,Maize,3936,19479
Central,Nuwara Eliya,2013,Yala,Maize,405,2004
Southern,Hambantota,2013,Maha,Rice,82462,86051
Northern,Mullaitivu,2014,Maha,Maize,1028,4033
Southern,Matara,2014,Maha,Rice,14227,19776
North Central,Anuradhapura,2014,Maha,Maize,4193,13506
Western,Gampaha,2014,Maha,Maize,273,1059
North Western,Puttalam,2014,Yala,Rice,82362,162225
Northern,Vavuniya,1997,Yala,Rice,35529,37976
Uva,Badulla,1997,Maha,Maize,15505,41920
Sabaragamuwa,Kegalle,1997,Maha,Maize,5504,14008
Eastern,Batticaloa,1997,Yala,Maize,1907,3858
Northern,Kilinochchi,1997,Yala,Banana,90,2180
Uva,Badulla,1997,Maha,Rice,64337,98014
Southern,Galle,1998,Maha,Maize,13560,14837
Sabaragamuwa,Ratnapura,1998,Maha,Maize,5991,11940
Central,Matale,1998,Maha,Maize,1946,2058
Western,Gampaha,1998,Yala,Rice,10,22
Northern,Mannar,1998,Yala,Banana,96,1748
North Western,Kurunegala,1998,Yala,Rice,62745,84150
Southern,Matara,1999,Maha,Maize,13209,28842
Southern,Galle,1999,Yala,Rice,37651,45811
Northern,Vavuniya,1999,Maha,Maize,7031,22802
North Central,Polonnaruwa,1999,Maha,Maize,2773,6955
Southern,Matara,1999,Yala,Rice,14,18
Uva,Monaragala,1999,Maha,Banana,52,701
Eastern,Ampara,2000,Maha,Rice,65367,83737
Western,Gampaha,2000,Yala,Maize,10557,17931
Southern,Hambantota,2000,Maha,Rice,40356,49161
Uva,Monaragala,2000,Maha,Maize,5041,10324
Sabaragamuwa,Kegalle,2000,Yala,Maize,3331,7291
Sabaragamuwa,Ratnapura,2000,Maha,Rice,254,470
Western,Kalutara,2000,Maha,Banana,318,6678
North Central,Polonnaruwa,2001,Yala,Maize,12271,20069
North Western,Puttalam,2001,Maha,Rice,63628,82717
Western,Gampaha,2001,Yala,Rice,183,375
Central,Kandy,2001,Maha,Maize,4601,12128
North Central,Anuradhapura,2001,Maha,Maize,3454,8117
Southern,Hambantota,2001,Yala,Rice,45900,48355
Western,Gampaha,2001,Yala,Banana,941,14021
Sabaragamuwa,Kegalle,2002,Maha,Maize,11212,24101
Uva,Monaragala,2002,Maha,Rice,41830,48956
Western,Colombo,2002,Maha,Maize,4507,11317
North Central,Anuradhapura,2002,Yala,Maize,3279,8749
Central,Matale,2002,Yala,Rice,286,411
Uva,Badulla,2002,Maha,Banana,100,1966
Eastern,Ampara,2002,Yala,Rice,63797,81197
Central,Matale,2003,Maha,Rice,42996,52557
Southern,Hambantota,2003,Yala,Maize,11335,17991
Western,Gampaha,2003,Maha,Maize,4137,9556
Western,Gampaha,2003,Yala,Maize,3083,12466
Northern,Jaffna,2003,Yala,Banana,92,1523
Sabaragamuwa,Kegalle,2003,Maha,Rice,62040,69830
Southern,Matara,2004,Maha,Rice,46737,49648
Western,Gampaha,2004,Maha,Maize,11579,15204
Eastern,Trincomalee,2004,Maha,Maize,4072,9223
Uva,Monaragala,2004,Yala,Maize,2504,8371
Southern,Hambantota,2004,Yala,Rice,133,194
North Central,Polonnaruwa,2004,Maha,Banana,87,1115
Eastern,Batticaloa,2004,Yala,Rice,66191,59865
Uva,Badulla,2005,Maha,Rice,43766,37386
North Western,Puttalam,2005,Yala,Maize,10434,13584
Sabaragamuwa,Ratnapura,2005,Yala,Maize,4514,14860
Southern,Matara,2005,Maha,Maize,3572,5747
Central,Kandy,2005,Maha,Rice,133,194
Uva,Monaragala,2005,Maha,Banana,68,1043
North Central,Anuradhapura,2005,Maha,Rice,67407,65302
Western,Colombo,2006,Maha,Rice,32799,34184
Central,Matale,2006,Maha,Maize,12011,17300
Eastern,Ampara,2006,Yala,Maize,4095,15987
Sabaragamuwa,Ratnapura,2006,Yala,Maize,3304,10925
Central,Nuwara Eliya,2006,Yala,Rice,73991,114275
North Central,Polonnaruwa,2007,Maha,Maize,12592,7663
Uva,Monaragala,2007,Yala,Rice,27838,20825
North Western,Kurunegala,2007,Maha,Maize,3693,12298
Western,Kalutara,2007,Yala,Maize,4080,7161
Sabaragamuwa,Ratnapura,2007,Maha,Rice,90,148
Central,Nuwara Eliya,2007,Yala,Banana,66,863
Sabaragamuwa,Ratnapura,2007,Yala,Rice,84413,89746
Sabaragamuwa,Kegalle,2008,Maha,Maize,8677,3294
Sabaragamuwa,Kegalle,2008,Maha,Rice,26991,33600
Uva,Badulla,2008,Maha,Maize,4392,8766
Sabaragamuwa,Ratnapura,2008,Maha,Maize,3433,11228
North Western,Puttalam,2008,Yala,Rice,91,155
Eastern,Trincomalee,2008,Maha,Rice,83184,107993
North Central,Anuradhapura,2009,Maha,Maize,8675,28438
North Western,Puttalam,2009,Maha,Rice,25898,2974
North Central,Polonnaruwa,2009,Yala,Maize,3719,12559
Eastern,Trincomalee,2009,Maha,Maize,3906,6174
Southern,Galle,2009,Maha,Rice,90,176
Eastern,Batticaloa,2009,Yala,Rice,83192,5352
Central,Nuwara Eliya,2010,Maha,Maize,12324,21913
North Western,Kurunegala,2010,Maha,Rice,21982,17101
Central,Matale,2010,Maha,Maize,4892,10474
Central,Kandy,2010,Yala,Maize,3868,10633
Central,Matale,2010,Maha,Rice,65639,61884
Sabaragamuwa,Ratnapura,2011,Maha,Maize,9163,22092
Western,Gampaha,2011,Yala,Rice,29219,45854
Central,Nuwara Eliya,2011,Yala,Maize,3574,14117
North Western,Puttalam,2011,Yala,Maize,3541,13241
Western,Gampaha,2011,Yala,Rice,74099,151507
Western,Kalutara,2012,Maha,Maize,11651,29282
Central,Nuwara Eliya,2012,Maha,Rice,30915,61901
Uva,Badulla,2012,Yala,Maize,4928,9925
Central,Nuwara Eliya,2012,Yala,Maize,3453,9898
Uva,Monaragala,2012,Maha,Rice,9,21
Central,Nuwara Eliya,2012,Yala,Rice,72206,160728
North Western,Kurunegala,2013,Yala,Maize,13209,34374
Uva,Badulla,2013,Maha,Rice,29007,45157
Sabaragamuwa,Ratnapura,2013,Yala,Maize,5057,14311
Western,Gampaha,2013,Maha,Maize,1183,5702
Central,Nuwara Eliya,2013,Maha,Rice,29,67
Western,Colombo,2013,Yala,Rice,65079,113031
Central,Kandy,2014,Yala,Maize,12023,30399
Northern,Mannar,2014,Yala,Rice,28045,63934
Central,Matale,2014,Maha,Maize,4961,9927
Northern,Vavuniya,2014,Yala,Maize,1171,4170
Eastern,Batticaloa,2014,Yala,Rice,28,57
Eastern,Ampara,2014,Maha,Rice,64555,126893
Western,Kalutara,1997,Maha,Rice,16354,20397
Uva,Monaragala,1997,Yala,Maize,2030,5319
Central,Kandy,1997,Maha,Maize,710,2050
North Central,Anuradhapura,1997,Maha,Maize,5412,8724
Central,Kandy,1997,Yala,Rice,8657,13823
Central,Nuwara Eliya,1997,Maha,Banana,522,9610
North Central,Polonnaruwa,1997,Yala,Rice,86723,93863
Eastern,Trincomalee,1998,Maha,Maize,1575,1944
Northern,Jaffna,1998,Yala,Maize,1151,2650
Western,Colombo,1998,Yala,Maize,5693,12136
Eastern,Trincomalee,1998,Yala,Rice,7277,12887
North Central,Anuradhapura,1998,Maha,Banana,587,4379
Central,Nuwara Eliya,1998,Maha,Rice,82184,82916
Eastern,Ampara,1999,Maha,Maize,2449,5948
North Western,Puttalam,1999,Yala,Rice,17307,19907
